park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
joe-wheeler-state-park,9,Joe Wheeler State Park,joe-wheeler-state-park,,,,,,AL,34.831485,-87.319357,Park Entrance,true,https://www.alapark.com/parks/joe-wheeler-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
lake-guntersville-state-park,25,Lake Guntersville State Park,lake-guntersville-state-park,,,,,,AL,34.382223,-86.198265,Park Entrance,true,https://www.alapark.com/parks/lake-guntersville-state-park,,,,,Alabama state park. Access: public.,Greater Tickseed,,Pink-fringed Dolichomia Moth | Dotted Ecdytolopha Moth | Greenish Apple Moth | Darker Moodna Moth | Maple Webworm Moth | Rustic Borer Beetle | Three-lined Leafroller | Media Moth, |  |  |  |  |  |  | ,public,Alabama DCNR State Parks,2026-06-29
lake-lurleen-state-park,11,Lake Lurleen State Park,lake-lurleen-state-park,,,,,,AL,33.286113,-87.674745,Park Entrance,true,https://www.alapark.com/parks/lake-lurleen-state-park,,,,,Alabama state park. Access: public.,northern maidenhair fern,,Mottled Prominent Moth | Olive Arta Moth | Oval-based Prominent Moth | Posturing Arta Moth | Spiny Oakworm Moth | Wavy-lined Heterocampa Moth | Rotund Idia Moth | Spun Glass Slug Moth, |  |  |  |  |  |  | ,public,Alabama DCNR State Parks,2026-06-29
lakepoint-state-park,22,Lakepoint State Park,lakepoint-state-park,,,,,,AL,31.986689,-85.108474,Park Entrance,true,https://www.alapark.com/parks/lakepoint-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
meaher-state-park,13,Meaher State Park,meaher-state-park,,,,,,AL,30.669309,-87.935834,Park Entrance,true,https://www.alapark.com/parks/meaher-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
monte-sano-state-park,14,Monte Sano State Park,monte-sano-state-park,,,,,,AL,34.744524,-86.517600,Park Entrance,true,https://www.alapark.com/parks/monte-sano-state-park,,,,,Alabama state park. Access: public.,,,Margined Shining Leaf Chafer | Backroad Tiger Beetle | Triangulate Comb-foot | Cave Salamander | Northern Slimy Salamander | Curve-toothed Geometer | Waved Sphinx Moth | Spotted June Beetle, |  |  |  |  |  |  | ,public,Alabama DCNR State Parks,2026-06-29
oak-mountain-state-park,24,Oak Mountain State Park,oak-mountain-state-park,,,,,,AL,33.314586,-86.782396,Park Entrance,true,https://www.alapark.com/parks/oak-mountain-state-park,,,,,Alabama state park. Access: public.,downy lobelia | chestnut oak | plains coreopsis, |  | ,Cyrano Darner | Black Kingsnake | Vetch Looper Moth | Brown-belted Bumblebee | Red Imported Fire Ant, |  |  |  | ,public,Alabama DCNR State Parks,2026-06-29
paul-m-grist-state-park,18,Paul M. Grist State Park,paul-m-grist-state-park,,,,,,AL,32.590863,-87.000120,Park Entrance,true,https://www.alapark.com/parks/paul-grist-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
rickwood-caverns-state-park,16,Rickwood Caverns State Park,rickwood-caverns-state-park,,,,,,AL,33.876829,-86.867556,Park Entrance,true,https://www.alapark.com/parks/rickwood-caverns-state-park,,,,,Alabama state park. Access: public.,,,Whitebanded Fishing Spider | Laphria thoracica | Chestnut Carpenter Ant | Tuft-legged Orbweaver | Flea Jumper | The Slowpoke | White-jawed Jumping Spider, |  |  |  |  |  | ,public,Alabama DCNR State Parks,2026-06-29
roland-cooper-state-park,20,Roland Cooper State Park,roland-cooper-state-park,,,,,,AL,32.050197,-87.243389,Park Entrance,true,https://www.alapark.com/parks/roland-cooper-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
wind-creek-state-park,17,Wind Creek State Park,wind-creek-state-park,,,,,,AL,32.859000,-85.935959,Park Entrance,true,https://www.alapark.com/parks/wind-creek-state-park,,,,,Alabama state park. Access: public.,,,,,public,Alabama DCNR State Parks,2026-06-29
