park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
eno-river-state-park-dedicated-nature-preserve,21000,Eno River State Park Dedicated Nature Preserve,eno-river-state-park-dedicated-nature-preserve,,,2251.69,,,NC,36.042371,-79.004171,polygon_centroid,true,https://www.ncparks.gov/eno-river-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 2252 acres. Access: public.,shortleaf pine | downy lobelia | Greater Tickseed | loblolly pine | sensitive pea | pickerelweed | partridge pea | cardinal flower, |  |  |  |  |  |  | ,Posturing Arta Moth | White Micrathena | Leptoglossus oppositus | Olive Arta Moth | Versute Sharpshooter | Whitebanded Fishing Spider | Black-dotted Ruddy Moth | Red-humped Caterpillar, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
eno-river-state-park-easement,17001,Eno River State Park Easement,eno-river-state-park-easement,,,1.89,,,NC,36.047410,-79.010558,polygon_centroid,true,https://www.ncparks.gov/eno-river-state-park-easement,,,,,North Carolina state park. About 2 acres. Access: public.,shortleaf pine | downy lobelia | Greater Tickseed | loblolly pine | sensitive pea | cardinal flower | partridge pea | Indian tobacco, |  |  |  |  |  |  | ,Posturing Arta Moth | White Micrathena | Leptoglossus oppositus | Olive Arta Moth | Versute Sharpshooter | Black-dotted Ruddy Moth | Whitebanded Fishing Spider | Red-humped Caterpillar, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
fort-macon-state-park,3552,Fort Macon State Park,fort-macon-state-park,,,537.33,,,NC,34.699478,-76.690734,polygon_centroid,true,https://www.ncparks.gov/fort-macon-state-park,,,,,North Carolina state park. About 537 acres. Access: public.,loblolly pine | cinnamon fern, | ,Four-toed Salamander | Laughing Gull | Diamondback Terrapin | Forster's Tern | Red-femured Spotted Orbweaver | Spotted Turtle, |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
fort-macon-state-park-dedicated-nature-preserve,21011,Fort Macon State Park Dedicated Nature Preserve,fort-macon-state-park-dedicated-nature-preserve,,,363.93,,,NC,34.699485,-76.692315,polygon_centroid,true,https://www.ncparks.gov/fort-macon-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 364 acres. Access: public.,loblolly pine | cinnamon fern, | ,Four-toed Salamander | Laughing Gull | Diamondback Terrapin | Forster's Tern | Red-femured Spotted Orbweaver | Spotted Turtle, |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
goose-creek-state-park,3616,Goose Creek State Park,goose-creek-state-park,,,1693.63,,,NC,35.469420,-76.911835,polygon_centroid,true,https://www.ncparks.gov/goose-creek-state-park,,,,,North Carolina state park. About 1694 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
goose-creek-state-park-natural-area-national-natural-landmark,9037,Goose Creek State Park Natural Area - National Natural Landmark,goose-creek-state-park-natural-area-national-natural-landmark,,,350.81,,,NC,35.469443,-76.924139,polygon_centroid,true,https://www.ncparks.gov/goose-creek-state-park-natural-area-national-natural-landmark,,,,,North Carolina state park. About 351 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
goose-creek-state-park-registered-heritage-area,21020,Goose Creek State Park Registered Heritage Area,goose-creek-state-park-registered-heritage-area,,,376.62,,,NC,35.468156,-76.920603,polygon_centroid,true,https://www.ncparks.gov/goose-creek-state-park-registered-heritage-area,,,,,North Carolina state park. About 377 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
gorges-state-park,3618,Gorges State Park,gorges-state-park,,,8119.73,,,NC,35.086793,-82.907588,polygon_centroid,true,https://www.ncparks.gov/gorges-state-park,,,,,North Carolina state park. About 8120 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
gorges-state-park-dedicated-nature-preserve,21023,Gorges State Park Dedicated Nature Preserve,gorges-state-park-dedicated-nature-preserve,,,7003.90,,,NC,35.083647,-82.897848,polygon_centroid,true,https://www.ncparks.gov/gorges-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 7004 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
grandfather-mountain-state-park,3623,Grandfather Mountain State Park,grandfather-mountain-state-park,,,3402.23,,,NC,36.123561,-81.808799,polygon_centroid,true,https://www.ncparks.gov/grandfather-mountain-state-park,,,,,North Carolina state park. About 3402 acres. Access: public.,black-eyed-Susan | chestnut oak, | ,Ringneck Snake | White-spotted Slimy Salamander | The Bad-wing, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
grandfather-mountain-state-park-dedicated-nature-preserve,21026,Grandfather Mountain State Park Dedicated Nature Preserve,grandfather-mountain-state-park-dedicated-nature-preserve,,,2816.59,,,NC,36.105308,-81.820048,polygon_centroid,true,https://www.ncparks.gov/grandfather-mountain-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 2817 acres. Access: public.,black-eyed-Susan | chestnut oak, | ,Ringneck Snake | White-spotted Slimy Salamander | The Bad-wing, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
grandfather-mountain-state-park-dedicated-nature-preserve-tnc-dedication,21027,Grandfather Mountain State Park Dedicated Nature Preserve (TNC Dedication),grandfather-mountain-state-park-dedicated-nature-preserve-tnc-dedication,,,33.34,,,NC,36.121589,-81.826242,polygon_centroid,true,https://www.ncparks.gov/grandfather-mountain-state-park-dedicated-nature-preserve-tnc-dedication,,,,,North Carolina state park. About 33 acres. Access: public.,black-eyed-Susan | chestnut oak, | ,Ringneck Snake | White-spotted Slimy Salamander | The Bad-wing, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
grandfather-mountain-state-park-proposed-dedicated-nature-preserve,21028,Grandfather Mountain State Park Proposed Dedicated Nature Preserve,grandfather-mountain-state-park-proposed-dedicated-nature-preserve,,,416.60,,,NC,36.140847,-81.817420,polygon_centroid,true,https://www.ncparks.gov/grandfather-mountain-state-park-proposed-dedicated-nature-preserve,,,,,North Carolina state park. About 417 acres. Access: public.,black-eyed-Susan,,Ringneck Snake | Leconte's Haploa | White-spotted Slimy Salamander | The Bad-wing, |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
hammocks-beach-state-park,3742,Hammocks Beach State Park,hammocks-beach-state-park,,,1779.38,,,NC,34.674069,-77.150128,polygon_centroid,true,https://www.ncparks.gov/hammocks-beach-state-park,,,,,North Carolina state park. About 1779 acres. Access: public.,,,Spotted Turtle,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
hammocks-beach-state-park-dedicated-nature-preserve,21039,Hammocks Beach State Park Dedicated Nature Preserve,hammocks-beach-state-park-dedicated-nature-preserve,,,1001.48,,,NC,34.633298,-77.156308,polygon_centroid,true,https://www.ncparks.gov/hammocks-beach-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 1001 acres. Access: public.,,,Spotted Turtle,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
hanging-rock-state-park,3743,Hanging Rock State Park,hanging-rock-state-park,,,8450.99,,,NC,36.410227,-80.262883,polygon_centroid,true,https://www.ncparks.gov/hanging-rock-state-park,,,,,North Carolina state park. About 8451 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
hanging-rock-state-park-dedicated-nature-preserve,21040,Hanging Rock State Park Dedicated Nature Preserve,hanging-rock-state-park-dedicated-nature-preserve,,,5183.37,,,NC,36.368362,-80.229172,polygon_centroid,true,https://www.ncparks.gov/hanging-rock-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 5183 acres. Access: public.,,,Spotted Cucumber Beetle | Spotted Ladybeetle | Sachem, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
haw-river-state-park,3771,Haw River State Park,haw-river-state-park,,,1727.31,,,NC,36.249919,-79.761239,polygon_centroid,true,https://www.ncparks.gov/haw-river-state-park,,,,,North Carolina state park. About 1727 acres. Access: public.,,,False Map Turtle | Tile-horned Prionus | Yellow-fringed Dolichomia | Black-dotted Ruddy Moth | Common True Katydid | Lesser Anglewing Katydid | Spined Oak Borer | Sylvan Jumping Spider, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
haw-river-state-park-dedicated-nature-preserve,21047,Haw River State Park Dedicated Nature Preserve,haw-river-state-park-dedicated-nature-preserve,,,15.64,,,NC,36.259497,-79.752767,polygon_centroid,true,https://www.ncparks.gov/haw-river-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 16 acres. Access: public.,,,False Map Turtle | Tile-horned Prionus | Yellow-fringed Dolichomia | Black-dotted Ruddy Moth | Common True Katydid | Lesser Anglewing Katydid | Spined Oak Borer | Sylvan Jumping Spider, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
haw-river-state-park-proposed-dedication-nature-preserve,17192,Haw River State Park Proposed Dedication Nature Preserve,haw-river-state-park-proposed-dedication-nature-preserve,,,124.88,,,NC,36.244595,-79.855553,polygon_centroid,true,https://www.ncparks.gov/haw-river-state-park-proposed-dedication-nature-preserve,,,,,North Carolina state park. About 125 acres. Access: public.,,,False Map Turtle | Tile-horned Prionus | Yellow-fringed Dolichomia | Black-dotted Ruddy Moth | Common True Katydid | Lesser Anglewing Katydid | Spined Oak Borer | Sylvan Jumping Spider, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
jockeys-ridge-state-park,3984,Jockeys Ridge State Park,jockeys-ridge-state-park,,,437.61,,,NC,35.962179,-75.633381,polygon_centroid,true,https://www.ncparks.gov/jockeys-ridge-state-park,,,,,North Carolina state park. About 438 acres. Access: public.,Saltmarsh mallow | loblolly pine, | ,Laughing Gull | Boat-tailed Grackle | American White-winged Scoter | Squirrel Tree Frog | Sanderling | Big Bluet | Six-spotted Tiger Beetle | Palamedes Swallowtail, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
jockeys-ridge-state-park-dedicated-nature-preserve,21072,Jockeys Ridge State Park Dedicated Nature Preserve,jockeys-ridge-state-park-dedicated-nature-preserve,,,368.86,,,NC,35.960907,-75.631896,polygon_centroid,true,https://www.ncparks.gov/jockeys-ridge-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 369 acres. Access: public.,Saltmarsh mallow | loblolly pine, | ,Laughing Gull | Boat-tailed Grackle | American White-winged Scoter | Squirrel Tree Frog | Sanderling | Big Bluet | Six-spotted Tiger Beetle | Palamedes Swallowtail, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
jones-lake-state-park,4039,Jones Lake State Park,jones-lake-state-park,,,1930.25,,,NC,34.698734,-78.621310,polygon_centroid,true,https://www.ncparks.gov/jones-lake-state-park,,,,,North Carolina state park. About 1930 acres. Access: public.,pondcypress,,Red-femured Spotted Orbweaver | Pine Woods Tree Frog, | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
jones-lake-state-park-dedicated-nature-preserve,21075,Jones Lake State Park Dedicated Nature Preserve,jones-lake-state-park-dedicated-nature-preserve,,,1735.52,,,NC,34.697156,-78.617227,polygon_centroid,true,https://www.ncparks.gov/jones-lake-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 1736 acres. Access: public.,pondcypress,,Red-femured Spotted Orbweaver | Pine Woods Tree Frog, | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-james-state-park,4046,Lake James State Park,lake-james-state-park,,,3933.48,,,NC,35.745822,-81.878532,polygon_centroid,true,https://www.ncparks.gov/lake-james-state-park,,,,,North Carolina state park. About 3933 acres. Access: public.,chestnut oak | Virginia pine, | ,Eastern Hercules Beetle | Spicebush Swallowtail | Common True Katydid, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-james-state-park-dedicated-nature-preserve,21088,Lake James State Park Dedicated Nature Preserve,lake-james-state-park-dedicated-nature-preserve,,,298.98,,,NC,35.761880,-81.855082,polygon_centroid,true,https://www.ncparks.gov/lake-james-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 299 acres. Access: public.,Virginia pine | chestnut oak, | ,Eastern Hercules Beetle | Spicebush Swallowtail | Common True Katydid, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-norman-state-park,4048,Lake Norman State Park,lake-norman-state-park,,,1966.92,,,NC,35.659144,-80.941809,polygon_centroid,true,https://www.ncparks.gov/lake-norman-state-park,,,,,North Carolina state park. About 1967 acres. Access: public.,Virginia pine,,Glaucous Gull | Common Buckeye | Swift Setwing, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-norman-state-park-dedicated-nature-preserve,21089,Lake Norman State Park Dedicated Nature Preserve,lake-norman-state-park-dedicated-nature-preserve,,,18.73,,,NC,35.658809,-80.923495,polygon_centroid,true,https://www.ncparks.gov/lake-norman-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 19 acres. Access: public.,Virginia pine,,Glaucous Gull | Common Buckeye | Swift Setwing, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-waccamaw-state-park,4050,Lake Waccamaw State Park,lake-waccamaw-state-park,,,11266.48,,,NC,34.277714,-78.514663,polygon_centroid,true,https://www.ncparks.gov/lake-waccamaw-state-park,,,,,North Carolina state park. About 11266 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lake-waccamaw-state-park-proposed-dedicated-nature-preserve,21094,Lake Waccamaw State Park Proposed Dedicated Nature Preserve,lake-waccamaw-state-park-proposed-dedicated-nature-preserve,,,199.10,,,NC,34.242176,-78.540943,polygon_centroid,true,https://www.ncparks.gov/lake-waccamaw-state-park-proposed-dedicated-nature-preserve,,,,,North Carolina state park. About 199 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lumber-river-state-park,4221,Lumber River State Park,lumber-river-state-park,,,13609.68,,,NC,34.386568,-78.986996,polygon_centroid,true,https://www.ncparks.gov/lumber-river-state-park,,,,,North Carolina state park. About 13610 acres. Access: public.,,,Triorla interrupta,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
lumber-river-state-park-dedicated-nature-preserve,21116,Lumber River State Park Dedicated Nature Preserve,lumber-river-state-park-dedicated-nature-preserve,,,5555.68,,,NC,34.392274,-78.986510,polygon_centroid,true,https://www.ncparks.gov/lumber-river-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 5556 acres. Access: public.,,,Triorla interrupta,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
mayo-river-state-park,4317,Mayo River State Park,mayo-river-state-park,,,3526.40,,,NC,36.481881,-79.962550,polygon_centroid,true,https://www.ncparks.gov/mayo-river-state-park,,,,,North Carolina state park. About 3526 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
medoc-mountain-state-park,4599,Medoc Mountain State Park,medoc-mountain-state-park,,,4071.34,,,NC,36.258394,-77.891586,polygon_centroid,true,https://www.ncparks.gov/medoc-mountain-state-park,,,,,North Carolina state park. About 4071 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
medoc-mountain-state-park-dedicated-nature-preserve,21129,Medoc Mountain State Park Dedicated Nature Preserve,medoc-mountain-state-park-dedicated-nature-preserve,,,384.97,,,NC,36.230227,-77.899860,polygon_centroid,true,https://www.ncparks.gov/medoc-mountain-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 385 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
medoc-mountain-state-park-registered-heritage-area,21130,Medoc Mountain State Park Registered Heritage Area,medoc-mountain-state-park-registered-heritage-area,,,236.90,,,NC,36.256506,-77.878525,polygon_centroid,true,https://www.ncparks.gov/medoc-mountain-state-park-registered-heritage-area,,,,,North Carolina state park. About 237 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
medoc-mountain-state-park-little-fishing-creek-bluffs-registered-heritage-area,21131,Medoc Mountain State Park/Little Fishing Creek Bluffs Registered Heritage Area,medoc-mountain-state-park-little-fishing-creek-bluffs-registered-heritage-area,,,21.83,,,NC,36.239053,-77.894194,polygon_centroid,true,https://www.ncparks.gov/medoc-mountain-state-park-little-fishing-creek-bluffs-registered-heritage-area,,,,,North Carolina state park. About 22 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
merchants-millpond-state-park,4601,Merchants Millpond State Park,merchants-millpond-state-park,,,3384.98,,,NC,36.438653,-76.672926,polygon_centroid,true,https://www.ncparks.gov/merchants-millpond-state-park,,,,,North Carolina state park. About 3385 acres. Access: public.,,,Rough Green Snake | Palamedes Swallowtail | Southern Cricket Frog, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
merchants-millpond-state-park-dedicated-nature-preserve,21134,Merchants Millpond State Park Dedicated Nature Preserve,merchants-millpond-state-park-dedicated-nature-preserve,,,93.48,,,NC,36.403602,-76.738721,polygon_centroid,true,https://www.ncparks.gov/merchants-millpond-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 93 acres. Access: public.,,,Southern Cricket Frog,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
merchants-millpond-state-park-registered-heritage-area,21135,Merchants Millpond State Park Registered Heritage Area,merchants-millpond-state-park-registered-heritage-area,,,1805.03,,,NC,36.433214,-76.679028,polygon_centroid,true,https://www.ncparks.gov/merchants-millpond-state-park-registered-heritage-area,,,,,North Carolina state park. About 1805 acres. Access: public.,,,Rough Green Snake | Palamedes Swallowtail | Southern Cricket Frog, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
morrow-mountain-state-park,4650,Morrow Mountain State Park,morrow-mountain-state-park,,,5809.14,,,NC,35.360229,-80.086623,polygon_centroid,true,https://www.ncparks.gov/morrow-mountain-state-park,,,,,North Carolina state park. About 5809 acres. Access: public.,,,Buck Moth,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
morrow-mountain-state-park-dedicated-nature-preserve,21152,Morrow Mountain State Park Dedicated Nature Preserve,morrow-mountain-state-park-dedicated-nature-preserve,,,53.57,,,NC,35.347981,-80.102323,polygon_centroid,true,https://www.ncparks.gov/morrow-mountain-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 54 acres. Access: public.,,,Buck Moth,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
morrow-mountain-state-park-proposed-dedication-nature-preserve,17361,Morrow Mountain State Park Proposed Dedication Nature Preserve,morrow-mountain-state-park-proposed-dedication-nature-preserve,,,106.80,,,NC,35.394368,-80.105693,polygon_centroid,true,https://www.ncparks.gov/morrow-mountain-state-park-proposed-dedication-nature-preserve,,,,,North Carolina state park. About 107 acres. Access: public.,,,Buck Moth,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
